Email,TicketCategory,DaysToResolve,Escalated
caitlin.perry@company.com,IT Access,1,0
caitlin.perry@company.com,Benefits,1,0
caitlin.perry@company.com,Policy Question,0,0
caitlin.perry@company.com,Benefits,0,0
caitlin.perry@company.com,PTO Request,1,0
caitlin.perry@company.com,Comp Inquiry,1,0
rebekah.gregory@company.com,Manager Escalation,0,0
rebekah.gregory@company.com,PTO Request,0,0
rebekah.gregory@company.com,Comp Inquiry,0,0
rebekah.gregory@company.com,Payroll,1,0
rebekah.gregory@company.com,Policy Question,0,0
rebekah.gregory@company.com,Policy Question,2,0
james.howard@company.com,Comp Inquiry,2,0
james.howard@company.com,Benefits,1,0
james.howard@company.com,PTO Request,5,0
michael.roberson@company.com,Comp Inquiry,3,0
michael.roberson@company.com,Manager Escalation,1,0
michael.roberson@company.com,IT Access,2,0
michael.roberson@company.com,IT Access,1,1
michael.roberson@company.com,Payroll,1,1
michael.roberson@company.com,Manager Escalation,0,1
michael.roberson@company.com,Manager Escalation,0,0
michael.roberson@company.com,Payroll,1,0
bianca.knapp@company.com,Policy Question,0,0
bianca.knapp@company.com,Policy Question,2,0
bianca.knapp@company.com,Payroll,0,0
bianca.knapp@company.com,Benefits,0,0
bianca.knapp@company.com,Policy Question,3,0
jason.williams@company.com,Comp Inquiry,2,0
jason.williams@company.com,Policy Question,2,0
jason.williams@company.com,Comp Inquiry,8,0
jason.williams@company.com,Manager Escalation,3,0
jason.williams@company.com,Manager Escalation,0,0
ernest.bush@company.com,Comp Inquiry,0,0
ernest.bush@company.com,PTO Request,2,0
ernest.bush@company.com,IT Access,0,0
ernest.bush@company.com,Comp Inquiry,6,0
patricia.ray@company.com,Benefits,2,0
patricia.ray@company.com,PTO Request,2,0
patricia.ray@company.com,Payroll,1,0
patricia.ray@company.com,IT Access,9,0
patricia.ray@company.com,IT Access,2,0
patricia.ray@company.com,Payroll,4,0
patricia.ray@company.com,Policy Question,0,0
vanessa.santiago@company.com,PTO Request,7,0
vanessa.santiago@company.com,PTO Request,5,0
vanessa.santiago@company.com,Comp Inquiry,4,0
joseph.haynes@company.com,Benefits,6,1
joseph.haynes@company.com,IT Access,4,0
joseph.haynes@company.com,Comp Inquiry,3,1
joseph.haynes@company.com,Manager Escalation,3,0
matthew.wright@company.com,Policy Question,1,0
matthew.wright@company.com,Payroll,1,0
matthew.wright@company.com,Comp Inquiry,3,1
michael.cruz@company.com,Manager Escalation,10,0
michael.cruz@company.com,IT Access,1,0
michael.cruz@company.com,Payroll,0,1
michael.cruz@company.com,Payroll,1,0
kristin.huerta@company.com,IT Access,1,0
kristin.huerta@company.com,Benefits,0,0
kristin.huerta@company.com,Benefits,0,0
kristin.huerta@company.com,Benefits,1,0
kristin.huerta@company.com,Comp Inquiry,7,0
mason.moore@company.com,IT Access,2,0
mason.moore@company.com,Manager Escalation,1,0
mason.moore@company.com,Payroll,1,0
mason.moore@company.com,Payroll,1,0
mason.moore@company.com,Payroll,6,1
sarah.booth@company.com,Payroll,2,0
sarah.booth@company.com,IT Access,2,0
sarah.booth@company.com,Manager Escalation,7,0
sarah.booth@company.com,PTO Request,1,0
sarah.booth@company.com,Payroll,0,0
john.allen@company.com,Payroll,7,0
john.allen@company.com,PTO Request,6,1
john.allen@company.com,IT Access,4,0
john.allen@company.com,Policy Question,1,1
john.allen@company.com,PTO Request,0,0
john.allen@company.com,Comp Inquiry,1,0
john.allen@company.com,Payroll,0,0
john.allen@company.com,IT Access,7,0
john.allen@company.com,Comp Inquiry,0,0
john.allen@company.com,Comp Inquiry,2,0
amber.walker@company.com,Policy Question,5,0
amber.walker@company.com,Policy Question,2,0
amber.walker@company.com,Payroll,2,0
amber.walker@company.com,Benefits,2,0
amber.walker@company.com,Manager Escalation,0,0
amber.walker@company.com,Comp Inquiry,0,0
amber.walker@company.com,Payroll,2,0
amber.walker@company.com,IT Access,5,0
jennifer.young@company.com,Manager Escalation,1,0
jennifer.young@company.com,Manager Escalation,1,1
jennifer.young@company.com,Manager Escalation,1,0
jennifer.young@company.com,PTO Request,7,0
jennifer.young@company.com,Benefits,0,0
jennifer.young@company.com,Policy Question,0,0
jennifer.young@company.com,IT Access,0,0
jennifer.young@company.com,Policy Question,0,0
jennifer.young@company.com,PTO Request,0,0
robert.west@company.com,PTO Request,0,0
robert.west@company.com,IT Access,8,0
robert.west@company.com,Benefits,0,0
robert.west@company.com,Manager Escalation,4,0
robert.west@company.com,Policy Question,3,0
jillian.wilson@company.com,Policy Question,0,0
jillian.wilson@company.com,IT Access,0,1
jillian.wilson@company.com,PTO Request,0,0
jillian.wilson@company.com,Manager Escalation,1,0
jillian.wilson@company.com,Comp Inquiry,2,1
matthew.md@company.com,Policy Question,2,0
matthew.md@company.com,IT Access,0,1
april.davis@company.com,Manager Escalation,0,0
april.davis@company.com,IT Access,4,0
april.davis@company.com,Payroll,4,0
april.davis@company.com,Manager Escalation,0,0
april.davis@company.com,IT Access,0,0
april.davis@company.com,Policy Question,6,0
april.davis@company.com,Benefits,0,0
lisa.torres@company.com,Comp Inquiry,1,1
lisa.torres@company.com,Benefits,1,0
lisa.torres@company.com,Manager Escalation,3,0
lisa.torres@company.com,Payroll,4,0
christine.powers@company.com,PTO Request,3,1
christine.powers@company.com,Manager Escalation,0,0
christine.powers@company.com,Manager Escalation,3,0
christine.powers@company.com,Payroll,0,0
christine.powers@company.com,Manager Escalation,0,0
christine.powers@company.com,Comp Inquiry,1,0
christine.powers@company.com,Payroll,3,0
christine.powers@company.com,IT Access,1,0
christine.powers@company.com,IT Access,5,0
heidi.brown@company.com,PTO Request,3,0
heidi.brown@company.com,Benefits,4,0
heidi.brown@company.com,Manager Escalation,0,0
jesse.castro@company.com,PTO Request,2,0
jesse.castro@company.com,IT Access,3,0
jesse.castro@company.com,PTO Request,3,0
jesse.castro@company.com,Payroll,2,0
kara.sandoval@company.com,IT Access,0,0
kara.sandoval@company.com,IT Access,6,1
kara.sandoval@company.com,PTO Request,0,0
kara.sandoval@company.com,PTO Request,4,0
kara.sandoval@company.com,Manager Escalation,2,0
ashley.malone@company.com,Manager Escalation,1,0
glenn.gallegos@company.com,Comp Inquiry,0,0
glenn.gallegos@company.com,Benefits,4,0
glenn.gallegos@company.com,Comp Inquiry,0,0
glenn.gallegos@company.com,Payroll,1,1
glenn.gallegos@company.com,Comp Inquiry,1,0
glenn.gallegos@company.com,Manager Escalation,0,0
dorothy.boyd@company.com,Policy Question,0,0
dorothy.boyd@company.com,Policy Question,1,0
dorothy.boyd@company.com,IT Access,4,0
amber.martin@company.com,Payroll,0,0
amber.martin@company.com,Policy Question,2,0
amber.martin@company.com,IT Access,7,0
amber.martin@company.com,PTO Request,1,0
mitchell.griffith@company.com,Manager Escalation,6,0
mitchell.griffith@company.com,Policy Question,0,0
levi.lopez@company.com,PTO Request,3,1
jenna.bryant@company.com,IT Access,0,0
jenna.bryant@company.com,Comp Inquiry,0,0
jenna.bryant@company.com,Manager Escalation,1,0
jenna.bryant@company.com,Payroll,1,1
jenna.bryant@company.com,PTO Request,0,0
michelle.rodriguez@company.com,PTO Request,1,0
michelle.rodriguez@company.com,Manager Escalation,1,0
michelle.rodriguez@company.com,Comp Inquiry,1,0
michelle.rodriguez@company.com,Payroll,1,1
michelle.rodriguez@company.com,Comp Inquiry,5,0
timothy.monroe@company.com,Benefits,0,0
patricia.hayes@company.com,IT Access,5,1
patricia.hayes@company.com,PTO Request,1,1
tina.taylor@company.com,Manager Escalation,0,1
tina.taylor@company.com,Payroll,3,0
tina.taylor@company.com,PTO Request,1,1
tina.taylor@company.com,IT Access,0,1
tina.taylor@company.com,Policy Question,8,0
tina.taylor@company.com,Policy Question,0,0
mr.phd@company.com,Manager Escalation,2,0
mr.phd@company.com,Comp Inquiry,0,0
mr.phd@company.com,Payroll,2,0
mr.phd@company.com,Manager Escalation,1,0
mr.phd@company.com,Benefits,1,0
mr.phd@company.com,IT Access,4,0
mr.thompson@company.com,Comp Inquiry,2,0
mr.thompson@company.com,Payroll,0,0
mr.thompson@company.com,IT Access,0,0
mr.thompson@company.com,Comp Inquiry,2,0
mr.thompson@company.com,Payroll,1,0
mr.thompson@company.com,Payroll,0,0
monica.anderson@company.com,PTO Request,2,0
monica.anderson@company.com,Policy Question,8,0
monica.anderson@company.com,Benefits,2,0
monica.anderson@company.com,PTO Request,1,0
monica.anderson@company.com,IT Access,3,0
kyle.andrade@company.com,Manager Escalation,4,0
kyle.andrade@company.com,Manager Escalation,5,0
kyle.andrade@company.com,Benefits,4,0
kyle.andrade@company.com,Benefits,4,1
kyle.andrade@company.com,Benefits,0,0
kyle.andrade@company.com,Comp Inquiry,5,0
kyle.andrade@company.com,PTO Request,3,0
janice.petty@company.com,IT Access,4,0
janice.petty@company.com,Comp Inquiry,0,1
pamela.hill@company.com,Payroll,2,1
pamela.hill@company.com,Policy Question,4,1
tracy.chavez@company.com,Payroll,3,0
tracy.chavez@company.com,Comp Inquiry,10,0
tracy.chavez@company.com,Manager Escalation,3,0
tracy.chavez@company.com,Payroll,4,1
tracy.chavez@company.com,Policy Question,3,0
tracy.chavez@company.com,Manager Escalation,5,0
tracy.chavez@company.com,Comp Inquiry,5,0
tracy.chavez@company.com,Policy Question,4,0
tracy.chavez@company.com,PTO Request,3,0
jason.graves@company.com,Policy Question,5,0
jason.graves@company.com,Policy Question,1,1
jason.graves@company.com,Payroll,3,0
jason.graves@company.com,Manager Escalation,1,0
jason.graves@company.com,Manager Escalation,7,0
elizabeth.miles@company.com,Policy Question,4,0
elizabeth.miles@company.com,Payroll,5,1
elizabeth.miles@company.com,Benefits,1,0
elizabeth.miles@company.com,IT Access,6,0
michelle.walls@company.com,Benefits,4,1
michelle.walls@company.com,Payroll,15,0
christina.weber@company.com,Manager Escalation,3,0
gregory.chambers@company.com,Benefits,1,0
miss.gordon@company.com,Manager Escalation,1,0
miss.gordon@company.com,Payroll,8,0
miss.gordon@company.com,PTO Request,1,0
miss.gordon@company.com,Policy Question,1,0
miss.gordon@company.com,Manager Escalation,9,1
miss.gordon@company.com,Manager Escalation,4,0
erica.wilson@company.com,Comp Inquiry,0,0
erica.wilson@company.com,Policy Question,0,1
erica.wilson@company.com,Policy Question,0,0
erica.wilson@company.com,IT Access,4,0
erica.wilson@company.com,Manager Escalation,0,0
jennifer.adkins@company.com,Benefits,2,0
jennifer.adkins@company.com,PTO Request,0,0
donna.boone@company.com,Policy Question,5,0
donna.boone@company.com,Manager Escalation,2,1
donna.boone@company.com,PTO Request,2,0
kelly.johnson@company.com,IT Access,7,0
michael.gonzalez@company.com,Comp Inquiry,2,0
michael.gonzalez@company.com,Benefits,0,0
michael.gonzalez@company.com,Payroll,6,0
candace.mitchell@company.com,PTO Request,0,0
candace.mitchell@company.com,Policy Question,9,1
candace.mitchell@company.com,Manager Escalation,1,0
candace.mitchell@company.com,Manager Escalation,4,0
ryan.vaughn@company.com,Comp Inquiry,2,0
ryan.vaughn@company.com,PTO Request,0,1
ryan.vaughn@company.com,Benefits,8,0
ryan.vaughn@company.com,Manager Escalation,2,0
paul.johnson@company.com,Comp Inquiry,2,0
paul.johnson@company.com,Policy Question,2,0
ashley.parrish@company.com,Benefits,14,0
ashley.parrish@company.com,Benefits,0,0
ashley.parrish@company.com,Comp Inquiry,2,0
ashley.parrish@company.com,Benefits,4,0
sharon.newton@company.com,Benefits,1,0
sharon.newton@company.com,Comp Inquiry,2,0
sharon.newton@company.com,Comp Inquiry,3,0
cynthia.mueller@company.com,IT Access,2,0
donna.beck@company.com,Payroll,5,0
donna.beck@company.com,Benefits,0,0
jasmine.frye@company.com,Comp Inquiry,2,1
jasmine.frye@company.com,Comp Inquiry,6,0
jasmine.frye@company.com,Payroll,0,0
jasmine.frye@company.com,Comp Inquiry,2,0
jasmine.frye@company.com,Benefits,0,0
jasmine.frye@company.com,Manager Escalation,0,0
emily.arnold@company.com,IT Access,1,1
emily.arnold@company.com,IT Access,7,0
emily.arnold@company.com,Comp Inquiry,3,0
emily.arnold@company.com,Comp Inquiry,0,0
emily.arnold@company.com,Comp Inquiry,6,0
emily.arnold@company.com,PTO Request,2,0
emily.arnold@company.com,Comp Inquiry,5,0
emily.arnold@company.com,Comp Inquiry,1,0
david.oliver@company.com,IT Access,2,0
david.oliver@company.com,Policy Question,4,0
david.oliver@company.com,Comp Inquiry,3,0
david.oliver@company.com,Comp Inquiry,0,1
david.oliver@company.com,IT Access,0,0
sheila.greer@company.com,Manager Escalation,0,0
sheila.greer@company.com,Benefits,0,1
sheila.greer@company.com,Manager Escalation,3,1
sheila.greer@company.com,Comp Inquiry,0,0
sheila.greer@company.com,Policy Question,1,0
sheila.greer@company.com,Benefits,0,0
sheila.greer@company.com,Policy Question,0,1
michele.holland@company.com,Policy Question,4,0
michele.holland@company.com,Benefits,3,0
kimberly.morrison@company.com,Manager Escalation,1,0
kimberly.morrison@company.com,Manager Escalation,7,0
tracey.phillips@company.com,IT Access,2,0
tracey.phillips@company.com,IT Access,3,1
michael.lopez@company.com,Manager Escalation,2,1
michael.lopez@company.com,Manager Escalation,8,0
michael.lopez@company.com,Policy Question,0,0
michael.lopez@company.com,Comp Inquiry,2,1
jose.bennett@company.com,Manager Escalation,0,1
jose.bennett@company.com,Benefits,11,0
jose.bennett@company.com,Payroll,3,0
justin.anderson@company.com,IT Access,3,0
justin.anderson@company.com,IT Access,1,0
justin.anderson@company.com,Comp Inquiry,3,0
justin.anderson@company.com,Comp Inquiry,1,0
justin.anderson@company.com,Benefits,1,1
justin.anderson@company.com,Payroll,0,0
dawn.rivera@company.com,Policy Question,6,0
dawn.rivera@company.com,Manager Escalation,1,0
dawn.rivera@company.com,IT Access,9,0
dawn.rivera@company.com,IT Access,7,0
dawn.rivera@company.com,Payroll,1,0
dawn.rivera@company.com,IT Access,10,0
dawn.rivera@company.com,PTO Request,11,0
dawn.rivera@company.com,Policy Question,4,0
dawn.rivera@company.com,Policy Question,1,0
dawn.rivera@company.com,Benefits,4,0
brittney.hernandez@company.com,PTO Request,5,0
brittney.hernandez@company.com,Benefits,5,0
anthony.randolph@company.com,Manager Escalation,8,0
anthony.randolph@company.com,IT Access,0,0
anthony.randolph@company.com,Payroll,1,0
anthony.randolph@company.com,Payroll,3,0
anthony.randolph@company.com,PTO Request,0,1
anthony.randolph@company.com,IT Access,1,1
mary.henry@company.com,Payroll,3,0
mary.henry@company.com,Comp Inquiry,1,0
mary.henry@company.com,Policy Question,0,0
mary.henry@company.com,Payroll,1,0
heather.bowers@company.com,Policy Question,3,1
heather.bowers@company.com,Payroll,4,1
heather.bowers@company.com,PTO Request,0,0
daniel.white@company.com,Payroll,7,1
daniel.white@company.com,Manager Escalation,4,0
daniel.white@company.com,Manager Escalation,2,0
daniel.white@company.com,Policy Question,3,1
daniel.white@company.com,Benefits,5,0
daniel.white@company.com,Manager Escalation,11,0
jonathan.perry@company.com,Comp Inquiry,4,0
jonathan.perry@company.com,PTO Request,0,0
anna.walker@company.com,Manager Escalation,1,0
anna.walker@company.com,Policy Question,0,1
anna.walker@company.com,PTO Request,2,0
anna.walker@company.com,Policy Question,0,0
anna.walker@company.com,PTO Request,9,0
gary.ward@company.com,Benefits,2,0
gary.ward@company.com,Payroll,0,0
paul.moreno@company.com,IT Access,5,0
paul.moreno@company.com,IT Access,3,0
paul.moreno@company.com,Benefits,0,0
samantha.md@company.com,Comp Inquiry,5,0
samantha.md@company.com,Payroll,3,0
samantha.md@company.com,Comp Inquiry,17,0
samantha.md@company.com,Comp Inquiry,7,1
samantha.md@company.com,PTO Request,0,0
samantha.md@company.com,Manager Escalation,4,0
samantha.md@company.com,IT Access,1,0
samantha.md@company.com,PTO Request,1,0
samantha.md@company.com,Comp Inquiry,2,0
samantha.md@company.com,Comp Inquiry,1,1
jill.conway@company.com,IT Access,0,1
jill.conway@company.com,PTO Request,0,1
jill.conway@company.com,PTO Request,4,0
jill.conway@company.com,Comp Inquiry,3,0
lisa.haley@company.com,Benefits,0,0
lisa.haley@company.com,IT Access,5,1
lisa.haley@company.com,Manager Escalation,6,0
lisa.haley@company.com,Manager Escalation,1,0
lisa.haley@company.com,Payroll,1,0
erica.moon@company.com,Comp Inquiry,0,0
erica.moon@company.com,Manager Escalation,0,0
erica.moon@company.com,Manager Escalation,2,0
erica.moon@company.com,Payroll,5,0
erica.moon@company.com,PTO Request,0,0
erica.moon@company.com,PTO Request,2,0
erica.moon@company.com,Payroll,1,0
thomas.short@company.com,IT Access,1,0
thomas.short@company.com,Manager Escalation,0,0
thomas.short@company.com,Manager Escalation,0,0
thomas.short@company.com,Benefits,5,0
robert.griffin@company.com,Comp Inquiry,2,1
robert.griffin@company.com,IT Access,1,0
robert.griffin@company.com,Payroll,0,0
steven.lee@company.com,Policy Question,1,0
steven.lee@company.com,Policy Question,2,0
tiffany.jackson@company.com,Benefits,6,1
tiffany.jackson@company.com,Payroll,3,0
tiffany.jackson@company.com,Payroll,1,1
tiffany.jackson@company.com,Payroll,6,0
tiffany.jackson@company.com,Payroll,2,0
tiffany.jackson@company.com,Comp Inquiry,3,0
kimberly.smith@company.com,Comp Inquiry,0,0
kimberly.smith@company.com,Benefits,6,0
kimberly.smith@company.com,Manager Escalation,0,0
kimberly.smith@company.com,Manager Escalation,0,0
kimberly.smith@company.com,Benefits,1,1
michael.ayala@company.com,PTO Request,0,0
michael.ayala@company.com,Policy Question,8,0
michael.ayala@company.com,Comp Inquiry,2,0
michael.ayala@company.com,IT Access,4,0
michael.ayala@company.com,Comp Inquiry,0,0
michael.ayala@company.com,Comp Inquiry,2,0
michael.ayala@company.com,PTO Request,3,0
michael.ayala@company.com,IT Access,1,1
jessica.garcia@company.com,Payroll,11,1
jessica.garcia@company.com,Policy Question,0,0
jessica.garcia@company.com,Benefits,3,0
jessica.garcia@company.com,IT Access,5,0
jessica.garcia@company.com,Manager Escalation,1,0
jessica.garcia@company.com,Payroll,2,1
jessica.garcia@company.com,Comp Inquiry,0,0
jessica.garcia@company.com,Payroll,2,0
michele.cherry@company.com,Manager Escalation,0,0
michele.cherry@company.com,Policy Question,4,0
michele.cherry@company.com,Benefits,5,0
michele.cherry@company.com,Manager Escalation,0,0
michele.cherry@company.com,Comp Inquiry,7,0
michele.cherry@company.com,Policy Question,21,0
michele.cherry@company.com,Policy Question,2,0
michele.cherry@company.com,Benefits,6,0
michele.cherry@company.com,Manager Escalation,6,1
maria.case@company.com,IT Access,0,0
maria.case@company.com,Payroll,3,0
brandon.brown@company.com,Comp Inquiry,4,0
brandon.brown@company.com,Policy Question,4,0
brandon.brown@company.com,PTO Request,13,0
brandon.brown@company.com,Policy Question,0,0
brandon.brown@company.com,Comp Inquiry,0,0
brandon.brown@company.com,IT Access,1,0
brandon.brown@company.com,Policy Question,0,1
brandon.brown@company.com,Manager Escalation,0,0
kristin.andrews@company.com,Policy Question,2,0
david.hughes@company.com,Policy Question,9,0
david.hughes@company.com,Payroll,0,0
david.hughes@company.com,Manager Escalation,1,0
david.hughes@company.com,Comp Inquiry,1,0
david.hughes@company.com,Benefits,10,1
jessica.smith@company.com,Policy Question,2,0
jessica.smith@company.com,Payroll,0,0
jessica.smith@company.com,Manager Escalation,0,0
jessica.smith@company.com,Comp Inquiry,1,0
kimberly.may@company.com,Policy Question,0,0
kimberly.may@company.com,Comp Inquiry,0,0
kimberly.may@company.com,Payroll,1,0
kimberly.may@company.com,Policy Question,0,0
nicole.richards@company.com,Manager Escalation,2,1
nicole.richards@company.com,PTO Request,4,0
nicole.richards@company.com,Benefits,7,0
nicole.richards@company.com,IT Access,4,0
nicole.richards@company.com,PTO Request,1,0
nicole.richards@company.com,Comp Inquiry,2,0
nicole.richards@company.com,Manager Escalation,3,0
nicole.richards@company.com,Comp Inquiry,3,0
angel.reilly@company.com,Manager Escalation,0,0
angel.reilly@company.com,Payroll,6,0
angel.reilly@company.com,PTO Request,6,0
richard.turner@company.com,Policy Question,14,0
richard.turner@company.com,PTO Request,3,0
richard.turner@company.com,Policy Question,3,0
richard.turner@company.com,IT Access,1,0
richard.turner@company.com,Benefits,1,0
richard.turner@company.com,Payroll,2,0
richard.turner@company.com,PTO Request,0,0
richard.turner@company.com,Policy Question,0,0
preston.kim@company.com,Payroll,0,0
matthew.wells@company.com,Payroll,5,0
matthew.wells@company.com,PTO Request,2,0
brandy.myers@company.com,IT Access,0,1
brandy.myers@company.com,Comp Inquiry,3,0
brandy.myers@company.com,IT Access,0,0
kimberly.choi@company.com,Comp Inquiry,2,1
kimberly.choi@company.com,Benefits,0,0
kimberly.choi@company.com,Comp Inquiry,0,0
michael.sloan@company.com,Benefits,1,1
monica.brooks@company.com,Policy Question,5,0
monica.brooks@company.com,Benefits,0,0
monica.brooks@company.com,PTO Request,1,0
monica.brooks@company.com,Comp Inquiry,1,0
monica.brooks@company.com,PTO Request,2,0
monica.brooks@company.com,Manager Escalation,2,0
monica.brooks@company.com,Manager Escalation,0,0
kristen.peters@company.com,IT Access,0,0
kristen.peters@company.com,Payroll,0,1
kristen.peters@company.com,Comp Inquiry,0,0
aaron.carlson@company.com,Benefits,1,0
aaron.carlson@company.com,Comp Inquiry,1,0
aaron.carlson@company.com,Comp Inquiry,1,0
aaron.carlson@company.com,Manager Escalation,0,1
aaron.carlson@company.com,Comp Inquiry,7,0
aaron.carlson@company.com,Manager Escalation,0,0
theresa.torres@company.com,Payroll,2,0
theresa.torres@company.com,PTO Request,3,0
theresa.torres@company.com,PTO Request,1,0
theresa.torres@company.com,Policy Question,2,0
stephanie.cooper@company.com,Policy Question,2,0
stephanie.cooper@company.com,Manager Escalation,8,0
stephanie.cooper@company.com,PTO Request,2,0
stephanie.cooper@company.com,Manager Escalation,4,0
stephanie.cooper@company.com,PTO Request,2,0
matthew.hunt@company.com,Manager Escalation,1,0
matthew.hunt@company.com,Policy Question,0,0
daniel.davenport@company.com,IT Access,6,0
daniel.davenport@company.com,PTO Request,3,0
daniel.davenport@company.com,Manager Escalation,0,0
christopher.marsh@company.com,Comp Inquiry,1,0
christopher.marsh@company.com,Comp Inquiry,14,0
christopher.marsh@company.com,Payroll,4,0
christopher.marsh@company.com,Comp Inquiry,0,0
christopher.marsh@company.com,PTO Request,8,0
christopher.marsh@company.com,Manager Escalation,1,0
sarah.randolph@company.com,Benefits,2,0
sarah.randolph@company.com,Benefits,3,1
sarah.randolph@company.com,Comp Inquiry,7,1
sarah.randolph@company.com,Policy Question,3,0
julia.md@company.com,PTO Request,0,0
julia.md@company.com,Benefits,3,0
julia.md@company.com,Manager Escalation,0,1
julia.md@company.com,Policy Question,0,0
julia.md@company.com,PTO Request,2,0
brett.swanson@company.com,IT Access,4,0
brett.swanson@company.com,IT Access,4,0
brett.swanson@company.com,Manager Escalation,2,0
brett.swanson@company.com,Policy Question,0,0
brett.swanson@company.com,Benefits,4,0
mr.rios@company.com,PTO Request,2,0
mr.rios@company.com,Policy Question,0,0
mr.rios@company.com,Payroll,0,0
mr.rios@company.com,Policy Question,0,0
manuel.mccullough@company.com,IT Access,0,1
manuel.mccullough@company.com,PTO Request,7,0
manuel.mccullough@company.com,Comp Inquiry,0,0
manuel.mccullough@company.com,Benefits,4,1
manuel.mccullough@company.com,Benefits,5,0
jerry.jensen@company.com,IT Access,1,0
jerry.jensen@company.com,IT Access,1,0
jerry.jensen@company.com,Comp Inquiry,9,0
jerry.jensen@company.com,Manager Escalation,2,0
jerry.jensen@company.com,Payroll,4,1
kevin.cunningham@company.com,Benefits,0,0
kevin.cunningham@company.com,IT Access,0,0
eugene.patterson@company.com,Benefits,5,0
eugene.patterson@company.com,Manager Escalation,4,1
eugene.patterson@company.com,Benefits,0,0
eugene.patterson@company.com,IT Access,0,0
david.walker@company.com,Policy Question,2,1
david.walker@company.com,PTO Request,0,1
david.walker@company.com,PTO Request,1,0
david.walker@company.com,PTO Request,4,0
david.walker@company.com,Comp Inquiry,3,0
david.walker@company.com,Policy Question,4,0
david.walker@company.com,Policy Question,3,0
david.walker@company.com,Benefits,3,0
david.walker@company.com,Policy Question,1,0
david.walker@company.com,Payroll,6,0
jessica.larsen@company.com,Manager Escalation,1,0
jessica.larsen@company.com,Benefits,1,0
nicholas.humphrey@company.com,Policy Question,0,0
nicholas.humphrey@company.com,PTO Request,3,0
casey.obrien@company.com,Payroll,4,0
casey.obrien@company.com,PTO Request,2,0
casey.obrien@company.com,Payroll,1,0
casey.obrien@company.com,Payroll,1,0
shannon.taylor@company.com,Comp Inquiry,4,1
shannon.taylor@company.com,Manager Escalation,3,0
shannon.taylor@company.com,IT Access,2,0
shannon.taylor@company.com,Benefits,6,0
shannon.taylor@company.com,Manager Escalation,3,0
shannon.taylor@company.com,PTO Request,1,0
shannon.taylor@company.com,Policy Question,1,0
shannon.taylor@company.com,Manager Escalation,0,0
shannon.taylor@company.com,Comp Inquiry,1,0
shannon.taylor@company.com,Manager Escalation,0,0
shannon.taylor@company.com,Comp Inquiry,2,1
deborah.mercado@company.com,Policy Question,1,0
deborah.mercado@company.com,Payroll,5,0
deborah.mercado@company.com,PTO Request,0,0
bernard.smith@company.com,PTO Request,2,0
bernard.smith@company.com,Comp Inquiry,0,0
bernard.smith@company.com,Policy Question,2,0
bernard.smith@company.com,Benefits,9,0
bernard.smith@company.com,Comp Inquiry,1,0
bernard.smith@company.com,Comp Inquiry,0,0
bernard.smith@company.com,IT Access,9,0
bernard.smith@company.com,Payroll,5,0
bernard.smith@company.com,Payroll,7,0
amanda.perkins@company.com,Benefits,7,0
amanda.perkins@company.com,Payroll,6,0
amanda.perkins@company.com,Policy Question,0,0
amanda.perkins@company.com,Manager Escalation,0,1
amanda.perkins@company.com,PTO Request,2,0
amanda.perkins@company.com,Benefits,7,1
amanda.perkins@company.com,Comp Inquiry,3,0
amanda.perkins@company.com,Payroll,2,0
kevin.escobar@company.com,Benefits,13,0
kevin.escobar@company.com,Payroll,11,0
kimberly.lutz@company.com,Comp Inquiry,7,0
kimberly.lutz@company.com,PTO Request,3,1
reginald.diaz@company.com,Comp Inquiry,2,0
reginald.diaz@company.com,Comp Inquiry,3,0
reginald.diaz@company.com,Policy Question,5,0
reginald.diaz@company.com,Benefits,4,1
reginald.diaz@company.com,Policy Question,2,0
reginald.diaz@company.com,IT Access,0,1
raymond.quinn@company.com,IT Access,1,0
raymond.quinn@company.com,Benefits,5,0
raymond.quinn@company.com,Benefits,1,0
raymond.quinn@company.com,Policy Question,0,0
raymond.quinn@company.com,Policy Question,2,0
john.dixon@company.com,Comp Inquiry,5,0
john.dixon@company.com,PTO Request,0,0
john.dixon@company.com,Policy Question,6,0
john.dixon@company.com,IT Access,1,0
john.dixon@company.com,Benefits,0,0
john.dixon@company.com,Benefits,2,0
jonathan.bates@company.com,PTO Request,0,1
renee.mendez@company.com,Manager Escalation,2,0
renee.mendez@company.com,Benefits,2,1
renee.mendez@company.com,Comp Inquiry,0,0
renee.mendez@company.com,Manager Escalation,1,0
renee.mendez@company.com,Manager Escalation,1,0
renee.mendez@company.com,Comp Inquiry,0,0
renee.mendez@company.com,IT Access,0,0
jose.griffin@company.com,PTO Request,0,0
jose.griffin@company.com,Benefits,0,0
travis.hopkins@company.com,Manager Escalation,7,0
travis.hopkins@company.com,Comp Inquiry,5,0
travis.hopkins@company.com,Comp Inquiry,1,0
travis.hopkins@company.com,IT Access,2,0
travis.hopkins@company.com,Comp Inquiry,0,0
travis.hopkins@company.com,IT Access,4,0
travis.hopkins@company.com,Comp Inquiry,0,1
travis.hopkins@company.com,Policy Question,1,1
travis.hopkins@company.com,Payroll,3,0
nancy.webb@company.com,Payroll,1,0
nancy.webb@company.com,Comp Inquiry,0,0
nancy.webb@company.com,Comp Inquiry,3,0
nancy.webb@company.com,Benefits,1,0
nancy.webb@company.com,Policy Question,1,0
