CandidateID,CandidateName,Department,HireDate,HireSource,RoleHiredFor,TimeToHireDays
10094,Michael Sims,Sales,2026-05-14,University Recruiting,Account Executive,25
10095,Michael Cooper,News & Content,2023-03-02,Employee Referral,Photojournalist,27
10096,James Chapman,News & Content,2019-08-29,Employee Referral,Producer,45
10097,Rodney Evans,News & Content,2025-04-02,Career Site,News Director,40
10098,Nicholas Carlson,News & Content,2024-11-26,Employee Referral,Photojournalist,43
10099,Stephen Cowan,News & Content,2024-09-03,Career Site,News Director,43
10100,Steven Howard,News & Content,2023-04-21,Career Site,Producer,49
10101,Travis Hull,Sales,2021-03-30,Recruiter Sourced,Sales Coordinator,24
10102,Darryl Acosta,Sales,2019-07-11,LinkedIn,Sales Manager,36
10103,Nicholas Lawrence,Sales,2019-09-09,Employee Referral,Sales Manager,12
10104,Jacob Santos,Sales,2021-11-18,Employee Referral,Sales Manager,12
10105,Shawn Scott,Engineering,2024-02-17,LinkedIn,Broadcast Engineer,35
10106,Amber Vang,News & Content,2022-12-27,University Recruiting,Producer,32
10107,Martha Smith,News & Content,2022-01-25,Employee Referral,Editor,34
10108,Jennifer James,Sales,2025-12-18,LinkedIn,Sales Manager,41
10109,Kara H. Hernandez,News & Content,2018-11-19,Employee Referral,Producer,52
10110,Lorraine Turner,News & Content,2019-05-12,Career Site,News Director,34
10111,Mary Nelson,Sales,2025-05-04,Employee Referral,Account Executive,31
10112,Breanna Rivas,News & Content,2023-06-17,LinkedIn,Reporter,24
10113,Nathan Wilson,News & Content,2024-10-12,Employee Referral,Reporter,45
10114,Brian Gonzalez,Sales,2018-09-07,University Recruiting,Sales Coordinator,25
10115,Dennis Mills,Sales,2022-06-15,LinkedIn,Sales Manager,30
10116,Michael Phillips,Finance,2018-08-11,LinkedIn,Financial Analyst,42
10117,Jon Clark,News & Content,2019-12-30,Employee Referral,Editor,35
10118,Erin Smith,Engineering,2019-04-10,Indeed,Systems Engineer,34
10119,Susan Conley,Engineering,2023-10-10,LinkedIn,Broadcast Engineer,22
10120,Brittany Davis,News & Content,2025-08-27,Recruiter Sourced,Reporter,38
10121,Misty Garcia,News & Content,2021-11-21,Indeed,Editor,62
10122,David Hinton,News & Content,2025-01-07,Indeed,Photojournalist,17
10123,John Garcia,News & Content,2024-09-27,Employee Referral,Editor,19
10124,Andrew Roberts,Sales,2024-02-06,Career Site,Sales Manager,44
10125,Emily Rodgers,Engineering,2020-03-17,Recruiter Sourced,Broadcast Engineer,37
10126,Peter Williams,Engineering,2023-09-05,Indeed,Broadcast Engineer,51
10127,Mary Jackson,News & Content,2022-09-29,Employee Referral,News Director,24
10128,Jeffrey Howell,Sales,2021-11-08,Indeed,Account Executive,45
10129,Anna Briggs,News & Content,2026-01-24,LinkedIn,Photojournalist,38
10130,James Rivers,Sales,2023-06-11,Employee Referral,Sales Manager,21
10131,James Jefferson,News & Content,2018-11-10,Career Site,Producer,25
10132,Mariah Robles,Engineering,2019-12-31,LinkedIn,Broadcast Engineer,34
10133,Michael Brown,News & Content,2022-07-23,Career Site,Reporter,22
10134,Caitlin Perry,News & Content,2026-02-28,Employee Referral,Producer,48
10135,Rebekah Gregory,News & Content,2023-07-30,LinkedIn,Photojournalist,43
10136,James Howard,Finance,2024-10-26,LinkedIn,Accountant,27
10137,Michael Roberson,Sales,2021-05-05,Career Site,Sales Manager,31
10138,Bianca Knapp,Sales,2018-08-06,Recruiter Sourced,Sales Coordinator,46
10139,Jason Williams,Finance,2020-06-11,LinkedIn,Financial Analyst,33
10140,Ernest B. Bush,Sales,2019-07-02,LinkedIn,Sales Manager,59
10141,Patricia Ray,News & Content,2022-10-20,Indeed,Reporter,40
10142,Vanessa Santiago,News & Content,2019-04-29,Career Site,Editor,23
10143,Joseph Haynes,News & Content,2021-06-15,University Recruiting,Reporter,20
10144,Matthew Wright,Engineering,2024-08-25,Employee Referral,Broadcast Engineer,47
10145,Michael Cruz,Sales,2022-11-17,Career Site,Sales Manager,28
10146,Kristin Huerta,News & Content,2020-04-24,LinkedIn,Producer,35
10147,Mason Moore,Sales,2024-09-20,University Recruiting,Sales Manager,7
10148,Sarah Booth,News & Content,2023-11-01,LinkedIn,News Director,34
10149,John Allen,Engineering,2020-10-08,Employee Referral,IT Support,15
10150,Amber Walker,News & Content,2020-02-10,Employee Referral,Producer,15
10151,Jennifer Young,Engineering,2024-12-06,Career Site,Broadcast Engineer,50
10152,Robert West,Sales,2024-01-16,Recruiter Sourced,Account Executive,29
10153,Jillian Wilson,News & Content,2026-04-23,Employee Referral,Photojournalist,29
10154,Matthew Garcia MD,Sales,2022-05-10,Recruiter Sourced,Account Executive,61
10155,April Davis,News & Content,2019-12-21,Employee Referral,Editor,46
10156,Lisa Torres,Engineering,2023-12-03,LinkedIn,Systems Engineer,54
10157,Christine Powers,News & Content,2018-11-26,Employee Referral,Photojournalist,50
10158,Heidi Brown,Sales,2023-09-20,LinkedIn,Account Executive,44
10159,Jesse C. Castro,News & Content,2020-11-02,Career Site,Editor,54
10160,Kara Sandoval,News & Content,2022-01-14,Employee Referral,Photojournalist,24
10161,Ashley Malone,Engineering,2021-03-26,Recruiter Sourced,IT Support,22
10162,Glenn Gallegos,Sales,2024-12-31,Employee Referral,Account Executive,15
10163,Dorothy Boyd,Sales,2024-08-17,Employee Referral,Account Executive,11
10164,Amber Martin,Sales,2018-11-27,Recruiter Sourced,Account Executive,35
10165,Mitchell Griffith,Human Resources,2024-06-25,Employee Referral,HR Manager,14
10166,Levi Lopez,Engineering,2025-12-16,Employee Referral,Broadcast Engineer,19
10167,Jenna Bryant,News & Content,2019-12-19,Employee Referral,Photojournalist,31
10168,Michelle Rodriguez,Sales,2024-11-04,LinkedIn,Account Executive,7
10169,Timothy Monroe,News & Content,2022-06-10,Indeed,Photojournalist,32
10170,Patricia Hayes,Sales,2019-06-28,LinkedIn,Sales Coordinator,34
10171,Tina T. Taylor,Engineering,2025-09-20,University Recruiting,IT Support,60
10172,Mr. Anthony Mcconnell PhD,Finance,2024-04-30,LinkedIn,Financial Analyst,36
10173,Mr. Thomas Thompson,News & Content,2023-04-20,Career Site,Producer,35
10174,Monica Anderson,Sales,2021-03-02,University Recruiting,Sales Manager,54
10175,Kyle Andrade,News & Content,2020-02-24,Employee Referral,News Director,30
10176,Janice Petty,News & Content,2023-12-22,Employee Referral,Photojournalist,36
10177,Pamela Hill,Sales,2021-03-01,Employee Referral,Account Executive,46
10178,Tracy Chavez,Engineering,2024-10-16,Indeed,Broadcast Engineer,24
10179,Jason Graves,News & Content,2021-03-02,LinkedIn,Reporter,46
10180,Elizabeth Miles,News & Content,2019-05-06,University Recruiting,Reporter,16
10181,Michelle Walls,Human Resources,2024-06-17,Recruiter Sourced,HR Manager,42
10182,Christina Weber,Human Resources,2025-07-08,LinkedIn,HR Generalist,42
10183,Gregory Chambers,News & Content,2021-07-25,LinkedIn,Photojournalist,28
10184,Miss Tina Gordon,Sales,2020-04-28,Employee Referral,Sales Coordinator,31
10185,Erica Wilson,News & Content,2022-04-30,Employee Referral,Photojournalist,55
10186,John Duncan,Sales,2022-06-08,LinkedIn,Account Executive,32
10187,Jennifer Adkins,News & Content,2025-09-07,Employee Referral,News Director,40
10188,Donna Boone,Engineering,2019-09-20,Employee Referral,Broadcast Engineer,34
10189,Kelly Johnson,News & Content,2025-12-25,LinkedIn,Editor,25
10190,Michael Gonzalez,Sales,2022-03-14,Employee Referral,Account Executive,26
10191,Candace Mitchell,News & Content,2021-08-28,Indeed,Editor,39
10192,Ryan Vaughn,Engineering,2019-08-26,Employee Referral,IT Support,52
10193,Paul Johnson,News & Content,2024-04-26,Recruiter Sourced,News Director,17
10194,Ashley Parrish,Sales,2023-08-13,Career Site,Sales Coordinator,54
10195,Sharon Newton,Engineering,2026-05-13,Employee Referral,Broadcast Engineer,42
10196,Cynthia Mueller,News & Content,2020-03-05,LinkedIn,News Director,30
10197,Donna Beck,News & Content,2019-07-30,LinkedIn,Producer,38
10198,Jasmine F. Frye,News & Content,2024-02-05,Employee Referral,Photojournalist,42
10199,Emily Arnold,Human Resources,2019-01-14,Employee Referral,HR Manager,19
10200,David Oliver,News & Content,2019-08-26,University Recruiting,News Director,31
10201,Sheila Greer,News & Content,2025-05-16,Indeed,Producer,34
10202,Michele Holland,News & Content,2022-03-24,Career Site,News Director,12
10203,Kimberly Morrison,News & Content,2019-12-06,Employee Referral,Producer,44
10204,Tracey Phillips,News & Content,2021-04-22,LinkedIn,News Director,25
10205,Michael Lopez,Finance,2025-08-26,Indeed,Finance Manager,26
10206,Jose Bennett,Finance,2023-05-22,Employee Referral,Accountant,32
10207,Justin Anderson,News & Content,2024-11-16,LinkedIn,Producer,39
10208,Dawn Rivera,Finance,2023-08-31,Employee Referral,Accountant,38
10209,Brittney H. Hernandez,News & Content,2023-06-14,University Recruiting,Reporter,34
10210,Anthony Randolph,Engineering,2019-12-02,Employee Referral,Broadcast Engineer,38
10211,Mary H. Henry,News & Content,2026-04-27,LinkedIn,Photojournalist,24
10212,Heather B. Bowers,Finance,2025-05-26,Indeed,Financial Analyst,36
10213,Daniel White,Sales,2019-04-02,University Recruiting,Account Executive,41
10214,Jonathan Perry,News & Content,2025-06-01,Recruiter Sourced,Reporter,26
10215,Anna Walker,Engineering,2022-06-22,University Recruiting,Broadcast Engineer,34
10216,Gary W. Ward,News & Content,2026-07-11,University Recruiting,Producer,41
10217,Paul Moreno,Sales,2023-04-17,Career Site,Account Executive,32
10218,Samantha Zavala MD,News & Content,2025-04-03,Career Site,News Director,17
10219,Jill Conway,News & Content,2020-10-16,Employee Referral,News Director,52
10220,Lisa H. Haley,Engineering,2024-05-26,Employee Referral,IT Support,49
10221,Erica Moon,News & Content,2024-06-13,Indeed,Reporter,33
10222,Janice Fernandez,Finance,2020-07-13,Employee Referral,Finance Manager,54
10223,Thomas Short,Sales,2021-03-06,Employee Referral,Sales Coordinator,42
10224,Robert Griffin,Human Resources,2023-03-13,Employee Referral,HR Manager,31
10225,Steven Lee,Engineering,2025-09-10,Indeed,Broadcast Engineer,24
10226,Tiffany Jackson,Finance,2023-04-18,Recruiter Sourced,Accountant,19
10227,Kimberly Smith,Sales,2019-10-02,Career Site,Account Executive,32
10228,Michael Ayala,Finance,2023-02-24,Employee Referral,Accountant,22
10229,Jessica Garcia,Sales,2018-08-07,LinkedIn,Account Executive,23
10230,Michele Cherry,Sales,2026-05-27,LinkedIn,Sales Coordinator,38
10231,Maria Case,Sales,2018-11-18,LinkedIn,Sales Coordinator,16
10232,Brittany Stevens,Engineering,2022-04-29,Career Site,IT Support,13
10233,Brandon Brown,News & Content,2024-09-15,Recruiter Sourced,Editor,35
10234,Kristin Andrews,Engineering,2018-10-30,LinkedIn,Broadcast Engineer,41
10235,David Hughes,Engineering,2022-10-22,Career Site,Systems Engineer,39
10236,Jessica Smith,News & Content,2022-05-24,LinkedIn,Reporter,13
10237,Kimberly May,Human Resources,2024-12-10,Career Site,HR Manager,24
10238,Nicole Richards,Sales,2025-02-16,Recruiter Sourced,Sales Manager,26
10239,Angel Reilly,Sales,2022-03-07,Employee Referral,Sales Coordinator,14
10240,Richard Turner,News & Content,2020-06-25,Employee Referral,Photojournalist,34
10241,Preston Kim,Sales,2023-01-10,Employee Referral,Sales Coordinator,36
10242,Matthew Wells,News & Content,2018-08-29,LinkedIn,Photojournalist,31
10243,Brandy M. Myers,Human Resources,2024-05-31,University Recruiting,HR Manager,13
10244,Kimberly Choi,Engineering,2026-02-27,Indeed,IT Support,59
10245,Michael Sloan,News & Content,2019-08-15,Indeed,Producer,23
10246,Monica Brooks,News & Content,2020-12-04,LinkedIn,Producer,46
10247,Kristen Peters,Sales,2023-09-28,Recruiter Sourced,Sales Manager,52
10248,Aaron Carlson,News & Content,2019-04-15,LinkedIn,Photojournalist,28
10249,Theresa Torres,News & Content,2022-05-25,Indeed,Producer,39
10250,Stephanie Cooper,Sales,2020-12-30,Employee Referral,Sales Coordinator,16
10251,Matthew Hunt,News & Content,2024-03-09,LinkedIn,Editor,29
10252,Daniel Davenport,News & Content,2025-06-03,Employee Referral,Photojournalist,39
10253,Christopher Marsh,Sales,2024-07-15,Employee Referral,Sales Coordinator,34
10254,Sarah Randolph,News & Content,2018-10-03,LinkedIn,Editor,43
10255,Julia Dunn MD,Sales,2022-03-14,Recruiter Sourced,Sales Manager,27
10256,Brett Swanson,Finance,2024-09-25,Career Site,Finance Manager,46
10257,Mr. Carl Rios,News & Content,2025-07-21,Career Site,Editor,21
10258,Manuel Mccullough,Finance,2021-10-20,Recruiter Sourced,Finance Manager,39
10259,Jerry Jensen,News & Content,2024-11-16,Indeed,Photojournalist,26
10260,Kevin Cunningham,Engineering,2021-07-10,Employee Referral,Systems Engineer,12
10261,Eugene Patterson,News & Content,2022-04-10,Employee Referral,Reporter,42
10262,David Walker,News & Content,2023-08-17,Employee Referral,Reporter,7
10263,Jessica Larsen,News & Content,2025-06-11,University Recruiting,Photojournalist,24
10264,Nicholas Humphrey,Sales,2019-02-15,LinkedIn,Account Executive,20
10265,Ian Torres,Finance,2025-09-15,Employee Referral,Accountant,49
10266,Casey Obrien,News & Content,2021-03-22,Recruiter Sourced,Producer,44
10267,Shannon Taylor,News & Content,2018-10-27,LinkedIn,Editor,20
10268,Deborah Mercado,Human Resources,2021-12-19,Career Site,HR Generalist,18
10269,Bernard S. Smith,Sales,2020-09-19,Recruiter Sourced,Account Executive,28
10270,Amanda Perkins,News & Content,2026-02-16,Recruiter Sourced,Photojournalist,19
10271,Kevin Escobar,News & Content,2022-11-24,Recruiter Sourced,Editor,52
10272,Kimberly L. Lutz,Finance,2024-11-30,Career Site,Finance Manager,11
10273,Reginald Diaz,News & Content,2024-11-10,Employee Referral,Reporter,57
10274,Raymond Quinn,Sales,2019-03-17,Employee Referral,Sales Manager,38
10275,John Dixon,News & Content,2025-08-09,Career Site,Producer,41
10276,Jonathan Bates,Finance,2024-06-11,Employee Referral,Accountant,35
10277,Renee Mendez,Sales,2018-12-31,Employee Referral,Sales Coordinator,13
10278,Jose Griffin,Sales,2026-02-14,Career Site,Sales Manager,44
10279,Travis H. Hopkins,News & Content,2023-12-16,Career Site,News Director,34
10280,Nancy Webb,Sales,2025-08-30,Indeed,Sales Coordinator,21
10281,Daniel Freeman,Finance,2019-06-13,LinkedIn,Accountant,48
10282,Jacob Williams,Human Resources,2021-06-26,LinkedIn,HR Manager,46
10283,Terry Ward,Engineering,2023-07-07,University Recruiting,IT Support,48
10284,Jesse Williams,Sales,2021-06-26,Recruiter Sourced,Sales Coordinator,46
10285,Mrs. Michele Boyd,Sales,2019-12-18,LinkedIn,Sales Manager,27
10286,Sandy Baker,News & Content,2023-01-11,LinkedIn,Producer,41
10287,Carrie Valdez,Finance,2019-02-04,LinkedIn,Finance Manager,47
10288,Matthew Houston,Finance,2024-03-26,Indeed,Accountant,46
10289,Jamie Solomon,Sales,2020-03-13,University Recruiting,Account Executive,7
10290,Heather Parrish,Finance,2026-05-30,Employee Referral,Accountant,33
10291,Mr. Larry Shaw,Sales,2020-06-20,Career Site,Sales Manager,24
10292,Christopher Jones,News & Content,2019-06-20,Employee Referral,Photojournalist,52
10293,Christine Lopez,News & Content,2022-05-22,Recruiter Sourced,Photojournalist,33
10294,Mitchell Wilson,News & Content,2026-01-27,Employee Referral,News Director,39
10295,Robert Cortez,News & Content,2023-03-15,Career Site,Producer,36
10296,Mr. Daniel Martin,News & Content,2026-03-26,University Recruiting,News Director,51
10297,Alison Williams,News & Content,2020-03-28,Employee Referral,Reporter,57
10298,Candace Soto,News & Content,2024-07-08,Recruiter Sourced,News Director,34
10299,Kenneth Brown,News & Content,2020-05-12,Employee Referral,Producer,37
10300,Christopher Mullen,Human Resources,2021-05-19,LinkedIn,HR Manager,52
10301,Kristy S. Smith,News & Content,2020-09-12,Employee Referral,News Director,19
10302,Mary Campbell,Finance,2024-01-01,Recruiter Sourced,Financial Analyst,20
10303,Jerry Haney,Engineering,2020-10-10,Career Site,IT Support,25
10304,Carolyn Greer,News & Content,2019-01-25,Indeed,Reporter,44
10305,Rebecca Hoover,News & Content,2021-04-27,Indeed,Producer,34
10306,Matthew Baker,Sales,2022-06-13,LinkedIn,Sales Coordinator,25
10307,Grace Chavez,Human Resources,2022-10-09,LinkedIn,HR Manager,50
10308,Crystal Cruz,News & Content,2019-07-17,LinkedIn,Photojournalist,14
10309,Dale Heath,News & Content,2024-03-28,Career Site,Editor,25
10310,Jennifer Hernandez,Finance,2023-12-27,Career Site,Finance Manager,32
10311,John Mendez,Sales,2022-10-28,LinkedIn,Sales Coordinator,57
10312,Richard Gordon,Engineering,2020-11-23,LinkedIn,IT Support,25
10313,John Anderson,News & Content,2023-07-12,Employee Referral,News Director,41
10314,Samantha P. Prince,Human Resources,2024-12-16,Career Site,HR Manager,32
10315,Marie Boyd,Engineering,2026-02-14,Career Site,Systems Engineer,18
10316,Andrew Moreno,Engineering,2025-01-11,LinkedIn,Systems Engineer,40
10317,Robert Clarke,News & Content,2026-02-01,Career Site,News Director,30
10318,Kevin Figueroa,Sales,2019-01-31,LinkedIn,Sales Manager,27
10319,Melissa Davis,News & Content,2025-09-11,LinkedIn,Photojournalist,16
10320,John Hall,News & Content,2022-03-22,University Recruiting,Photojournalist,35
10321,Diane Mcdowell,News & Content,2019-03-15,Employee Referral,Photojournalist,53
10322,Colin F. Fletcher,Human Resources,2025-09-28,Career Site,HR Manager,26
10323,Laura Wilson,News & Content,2020-11-12,LinkedIn,News Director,19
10324,Matthew Watts,News & Content,2026-03-19,Employee Referral,News Director,12
10325,Jack Moore,News & Content,2019-06-08,Employee Referral,Reporter,11
10326,Dawn Wyatt,Sales,2020-10-07,LinkedIn,Account Executive,32
10327,Jacob Hill,News & Content,2024-02-19,Career Site,Producer,35
10328,Nicole Gutierrez,News & Content,2022-07-13,Employee Referral,Photojournalist,39
10329,Karen Wood,News & Content,2025-07-23,Employee Referral,News Director,32
10330,Dawn Parker,Engineering,2022-09-22,Employee Referral,Systems Engineer,36
10331,Michael Fitzgerald,Human Resources,2023-07-30,Indeed,HR Manager,53
10332,Mary Adkins,News & Content,2020-11-26,Employee Referral,Producer,50
10333,Michael Martin,News & Content,2026-04-26,Employee Referral,Producer,49
10334,James Morgan,News & Content,2022-11-22,Indeed,Reporter,47
10335,Melissa Mann,News & Content,2019-08-13,LinkedIn,News Director,42
10336,Vincent Smith,Sales,2021-05-02,Recruiter Sourced,Sales Manager,14
10337,Charles Frost,Sales,2022-02-09,University Recruiting,Account Executive,31
10338,Austin Walker,Finance,2023-09-19,Indeed,Accountant,37
10339,Andrew Cruz,Engineering,2020-11-21,Career Site,Broadcast Engineer,22
10340,Miss Kelly Dawson,Sales,2019-01-23,Employee Referral,Sales Manager,56
10341,Theresa Wilkins,Sales,2025-07-14,Indeed,Sales Manager,29
10342,Jessica Harris,Engineering,2020-06-01,University Recruiting,Systems Engineer,12
10343,Regina Mitchell,News & Content,2026-02-20,LinkedIn,News Director,28
10344,Kyle B. Black,Finance,2023-09-19,Career Site,Financial Analyst,39
10345,Christopher Johnson,Sales,2021-11-07,University Recruiting,Account Executive,22
10346,Aaron Moore,Finance,2021-04-20,Career Site,Finance Manager,32
10347,Penny Gomez MD,Sales,2023-09-23,Recruiter Sourced,Sales Coordinator,13
10348,Kelly Mclaughlin,News & Content,2021-03-03,LinkedIn,News Director,28
10349,Brandon Mitchell,News & Content,2023-04-22,Career Site,Photojournalist,34
10350,Suzanne Bailey,Sales,2024-02-19,Indeed,Sales Manager,32
10351,Destiny Obrien,Sales,2025-04-18,Indeed,Sales Coordinator,44
10352,Timothy Andrews,News & Content,2022-02-14,Employee Referral,Photojournalist,21
10353,Jason Rodriguez,Sales,2020-12-28,Employee Referral,Sales Manager,38
10354,Edward A. Arroyo,Engineering,2019-08-13,Employee Referral,Systems Engineer,41
10355,Tina W. Walter,News & Content,2024-11-15,Employee Referral,News Director,24
10356,Laura Benson,News & Content,2019-12-07,Employee Referral,News Director,22
10357,Kristine Carrillo,Human Resources,2020-08-21,Employee Referral,HR Generalist,56
10358,Tonya Ellis,Human Resources,2022-06-07,Indeed,HR Generalist,30
10359,Kevin Johnson,Sales,2026-04-29,Career Site,Account Executive,39
10360,Austin Schultz,Finance,2024-09-19,Recruiter Sourced,Financial Analyst,39
10361,Megan Hall MD,Engineering,2018-12-09,University Recruiting,IT Support,15
10362,Kelli Smith,Finance,2021-05-20,Indeed,Finance Manager,36
10363,Danielle Davis,Sales,2022-03-17,Career Site,Sales Manager,36
10364,Samantha Jones,News & Content,2019-11-22,Employee Referral,News Director,56
10365,Karen Gomez,Sales,2025-12-14,LinkedIn,Sales Coordinator,35
10366,Debra Valentine,News & Content,2024-04-02,Indeed,Reporter,43
10367,Susan Porter,News & Content,2020-11-03,Employee Referral,Editor,44
10368,Nicolas Salas,Sales,2026-05-06,Career Site,Sales Manager,30
10369,Dale W. Wright,Engineering,2025-04-10,Career Site,Broadcast Engineer,61
10370,Brittney Rodriguez,News & Content,2024-02-07,Employee Referral,News Director,24
10371,Megan Alvarado,Sales,2023-11-22,Career Site,Sales Coordinator,13
10372,Pamela Weaver,News & Content,2019-10-15,Career Site,Producer,7
10373,John Oliver,News & Content,2020-06-18,University Recruiting,Reporter,27
10374,William Prince PhD,News & Content,2018-11-21,Employee Referral,Photojournalist,10
10375,William Moon IV,Sales,2021-02-03,LinkedIn,Sales Coordinator,25
10376,Kenneth Brown,News & Content,2019-07-28,Indeed,News Director,34
10377,Karen Fernandez,Sales,2020-08-22,University Recruiting,Sales Manager,37
10378,Jennifer Parks,Sales,2020-01-14,LinkedIn,Sales Manager,29
10379,William Wolfe,Sales,2023-01-22,Career Site,Sales Manager,24
10380,Michael Smith,Engineering,2018-11-02,Employee Referral,Broadcast Engineer,27
10381,Kevin Nguyen,Sales,2021-02-04,Employee Referral,Sales Manager,41
10382,Debbie Dunn,Human Resources,2021-04-23,Recruiter Sourced,HR Generalist,20
10383,John Austin,Sales,2021-07-17,Recruiter Sourced,Sales Coordinator,24
10384,Jonathan Clark,Engineering,2022-11-17,LinkedIn,Systems Engineer,38
10385,Jacqueline Dickerson,Engineering,2019-11-11,LinkedIn,Broadcast Engineer,35
10386,Christopher Anderson,News & Content,2020-12-21,Indeed,Reporter,12
10387,Crystal Garcia,Sales,2025-12-03,LinkedIn,Sales Manager,47
10388,David Reynolds,Engineering,2021-10-18,Career Site,Broadcast Engineer,27
10389,Charles H. Haley,Engineering,2022-07-22,LinkedIn,IT Support,19
10390,Robert Thompson,Sales,2019-09-21,Indeed,Account Executive,16
10391,Dr. Samuel Holmes DDS,Sales,2022-03-23,University Recruiting,Sales Coordinator,47
10392,Elizabeth Hart,Engineering,2021-02-13,Indeed,Systems Engineer,7
10393,Jennifer Vaughn,News & Content,2018-08-05,Employee Referral,Producer,39
10394,Robert Woods,Sales,2024-06-19,Recruiter Sourced,Account Executive,45
10395,Joanna Cook,Sales,2026-05-13,Recruiter Sourced,Sales Manager,28
10396,Justin Frederick,News & Content,2021-03-18,Indeed,Reporter,54
10397,Alejandro Martinez,News & Content,2024-03-15,Employee Referral,News Director,21
10398,Tracey G. Gonzalez,Sales,2022-05-08,Career Site,Sales Coordinator,40
10399,Mariah Thompson,News & Content,2020-11-16,Employee Referral,Photojournalist,35
10400,Heather Nunez,Finance,2026-02-10,Employee Referral,Finance Manager,56
10401,Dr. Steve James,News & Content,2026-05-28,Employee Referral,Reporter,30
10402,Mark Thomas,Engineering,2023-02-24,LinkedIn,Systems Engineer,39
10403,Robert Rogers,News & Content,2019-09-26,Employee Referral,Editor,35
10404,Laura Sweeney,Sales,2023-01-30,Indeed,Account Executive,14
10405,Christopher Perez,News & Content,2025-10-24,Employee Referral,News Director,32
10406,Eddie A. Adams,Sales,2022-02-04,Employee Referral,Account Executive,26
10407,Denise Wallace,News & Content,2024-01-27,Employee Referral,News Director,35
10408,Heidi Matthews,Sales,2024-05-30,Indeed,Sales Manager,39
10409,Jennifer White,Sales,2025-10-05,LinkedIn,Sales Coordinator,51
10410,Nicholas Stanley,News & Content,2019-09-04,Career Site,Reporter,7
10411,Mercedes Miller,News & Content,2022-12-19,Career Site,Reporter,34
10412,Brian Brown,News & Content,2021-01-09,LinkedIn,Reporter,17
10413,Kimberly Johnson,News & Content,2021-10-09,Recruiter Sourced,Editor,41
10414,Phillip Miller,News & Content,2025-04-15,Employee Referral,Editor,62
10415,Christopher Pena,News & Content,2022-02-16,Indeed,Reporter,29
10416,Ellen Wright,News & Content,2019-04-20,Employee Referral,Editor,23
10417,Mark Anderson,Sales,2018-12-31,Career Site,Account Executive,27
10418,Alyssa Alvarado,Human Resources,2023-09-09,Recruiter Sourced,HR Manager,17
10419,Erika Alvarez,News & Content,2023-03-24,Employee Referral,Editor,7
10420,Kimberly Nelson,Sales,2020-05-03,Employee Referral,Sales Coordinator,37
10421,Wayne W. Wolfe,Engineering,2026-01-17,Recruiter Sourced,Broadcast Engineer,33
10422,Kyle Welch,Sales,2020-10-13,Indeed,Sales Manager,24
10423,Kristy M. Mills,Finance,2018-09-27,Indeed,Finance Manager,19
10424,Emily Reed,Finance,2022-11-13,Employee Referral,Finance Manager,44
10425,Regina Ramos,Sales,2022-02-14,Career Site,Sales Manager,50
10426,David Torres,Engineering,2023-12-07,Recruiter Sourced,IT Support,35
10427,Robert Charles,News & Content,2019-04-05,Recruiter Sourced,Producer,7
10428,John Smith,Human Resources,2022-08-27,Recruiter Sourced,HR Generalist,31
10429,Theresa Woods,Sales,2020-02-12,LinkedIn,Sales Manager,38
10430,Jeffrey Carter,News & Content,2021-02-06,Recruiter Sourced,Reporter,30
10431,Adam Brooks,News & Content,2023-05-27,LinkedIn,Photojournalist,31
10432,Justin Foster,News & Content,2026-02-08,Recruiter Sourced,News Director,24
10433,Omar Price,Human Resources,2025-10-29,Recruiter Sourced,HR Generalist,30
10434,Dennis Henderson,Engineering,2021-06-13,Indeed,Broadcast Engineer,46
10435,Phillip Kent,Sales,2019-09-29,University Recruiting,Account Executive,36
10436,Melinda Mitchell,News & Content,2025-05-22,Employee Referral,Photojournalist,26
10437,Rhonda Gutierrez,Sales,2021-07-08,LinkedIn,Sales Manager,30
10438,Catherine Roberts,News & Content,2021-07-17,University Recruiting,Reporter,51
10439,Lisa Nelson,News & Content,2020-11-01,Indeed,Photojournalist,19
10440,Chelsea Smith,Engineering,2021-05-15,LinkedIn,IT Support,25
10441,Joseph Lopez,News & Content,2026-05-19,LinkedIn,Editor,31
10442,Derrick Espinoza,News & Content,2025-07-21,LinkedIn,Producer,25
10443,Crystal Hernandez,News & Content,2019-04-05,Career Site,Reporter,50
10444,Glenn Collins DDS,Finance,2024-05-19,Employee Referral,Accountant,46
10445,Mrs. Raven Rivera DVM,Engineering,2022-02-11,Employee Referral,Systems Engineer,31
10446,Amy Rowe,Sales,2026-07-02,Employee Referral,Sales Manager,61
10447,John Lee,Human Resources,2024-12-27,Recruiter Sourced,HR Generalist,37
10448,Ruth Clayton,Human Resources,2020-11-13,Employee Referral,HR Manager,53
10449,Randy Wright,News & Content,2025-01-02,Career Site,Editor,52
10450,Jessica R. Rojas,Sales,2026-04-28,Career Site,Sales Coordinator,39
10451,Joel Wise,Sales,2021-12-13,Recruiter Sourced,Sales Manager,19
10452,Vickie Kennedy,News & Content,2025-09-24,Career Site,Editor,34
10453,Emily Morris,Sales,2019-09-04,Indeed,Sales Manager,24
10454,Amanda Pineda,News & Content,2023-04-04,Employee Referral,Reporter,40
10455,Dawn Little,News & Content,2019-04-01,Recruiter Sourced,News Director,38
10456,Stephen Boyer,Sales,2020-03-22,Career Site,Sales Manager,36
10457,Brian Chen,Sales,2022-05-10,Indeed,Account Executive,44
